subject,predicate,object,subject_name,object_name,KG_type,relation,category,classifier,auc_roc,log_odds_ratio,log_odds_ratio_95_ci_lower,log_odds_ratio_95_ci_upper,log_odds_ratio_95_ci,adjusted_p_value,positive_patient_count,negative_patient_count,total_sample_size,positive_patient_text,negative_patient_text,all_patient_text,,primary_knowledge_source,knowledge_level,agent_type
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,UMLS:C0577631,azithromycin,carotid atherosclerosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.1867,0.181,0.192,"[0.181,0.192]",1.00E-04,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0016532,azithromycin,lennox gastaut syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.1485,0.143,0.154,"[0.143,0.154]",1.00E-04,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0008006,azithromycin,moebius syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0888,0.082,0.095,"[0.082,0.095]",1.00E-04,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0005388,azithromycin,primary biliary cholangitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0837,0.078,0.089,"[0.078,0.089]",1.00E-04,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0001516,azithromycin,spinal muscular atrophy,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0812,0.076,0.087,"[0.076,0.087]",1.00E-04,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0004981,azithromycin,atrial fibrillation,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0625,0.033,0.092,"[0.033,0.092]",1.00E-04,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0004425,azithromycin,hyperthyroidism,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0514,-0.015,0.117,"[-0.015,0.117]",0.128,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0020066,azithromycin,ehlers danlos syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0475,0.04,0.055,"[0.04,0.055]",1.00E-04,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0006694,azithromycin,cerebral atherosclerosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.043,0.038,0.048,"[0.038,0.048]",1.00E-04,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0005149,azithromycin,pulmonary hypertension,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0303,0.006,0.054,"[0.006,0.054]",0.013,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0007843,azithromycin,kabuki make up syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0248,-0.07,0.119,"[-0.07,0.119]",0.606,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0021187,azithromycin,hyperlipidemia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0216,0.002,0.042,"[0.002,0.042]",0.034,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0004979,azithromycin,asthma,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0088,-0.016,0.034,"[-0.016,0.034]",0.492,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0005148,azithromycin,diabetes mellitus type 2,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0076,-0.139,0.155,"[-0.139,0.155]",0.919,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0005146,azithromycin,posttraumatic stress disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0072,-0.01,0.025,"[-0.01,0.025]",0.423,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0002406,azithromycin,eczema,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0056,-0.62,0.631,"[-0.62,0.631]",0.986,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0019369,azithromycin,complex regional pain syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.005,-13.564,13.574,"[-13.564,13.574]",0.999,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0800026,azithromycin,ondine curse,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.005,-13.565,13.575,"[-13.565,13.575]",0.999,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0005147,azithromycin,diabetes type 1,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0032,-0.004,0.01,"[-0.004,0.01]",0.396,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,UMLS:C0745114,azithromycin,chronic hypertension,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0031,-0.069,0.075,"[-0.069,0.075]",0.932,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0011429,azithromycin,juvenile idiopathic arthritis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0014,-0.131,0.133,"[-0.131,0.133]",0.984,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0002277,azithromycin,arteriosclerosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0013,-1.551,1.553,"[-1.551,1.553]",0.999,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,FB:FBgn0001201,azithromycin,hiv,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0013,-0.188,0.19,"[-0.188,0.19]",0.989,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0007827,azithromycin,inclusion body myositis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.0012,-0.211,0.213,"[-0.211,0.213]",0.991,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0009693,azithromycin,multiple myeloma,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,6.00E-04,-0.011,0.012,"[-0.011,0.012]",0.915,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0005306,azithromycin,ankylosing spondyloarthritis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,5.00E-04,-0.369,0.37,"[-0.369,0.37]",0.998,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0015564,azithromycin,castleman disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,5.00E-04,-0.233,0.234,"[-0.233,0.234]",0.996,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0013282,azithromycin,alpha 1 antitrypsin deficiency,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,3.00E-04,-0.078,0.078,"[-0.078,0.078]",0.995,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0005302,azithromycin,attention deficit hyperactivity disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,3.00E-04,-0.306,0.307,"[-0.306,0.307]",0.998,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0019118,azithromycin,retinal dystrophy,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,6.06E-06,-0.03,0.03,"[-0.03,0.03]",1,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248802,biolink:associated_with_increased_likelihood_of,MONDO:0011122,azilsartan,obesity disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.924421143,0.3012,0.217,0.385,"[0.217,0.385]",1.00E-04,22000,21779900,21801900,"Sample size with azilsartan, approximately: 22000","Sample size without azilsartan, approximately: 21779900",All patients number is approximately: 21801900,,infores:isb-EHRMLA-data,prediction,computational_model
